"ID Caso","ID Caso Relacionado","Año","Mes","Día","Código DANE de Municipio","Municipio","Departamento","Región","Modalidad","Presunto Responsable","Descripción Presunto Responsable","Abandono o Despojo Forzado de Tierras","Amenaza o Intimidación","Ataque Contra Misión Médica","Confinamiento o Restricción a la Movilidad","Desplazamiento Forzado","Extorsión","Lesionados Civiles","Pillaje","Tortura","Violencia Basada en Género","Otro Hecho Simultáneo","Total de Víctimas del Caso","Forma de Vinculación","Tipo de Vinculación","latitud-longitud"
"310.509",,"2.005","9","25","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","DESCONOCIDA","GRUPO PARAMILITAR","AUTODEFENSAS UNIDAS DE COLOMBIA AUC","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.510",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","DESCONOCIDA","GRUPO PARAMILITAR","AUTODEFENSAS UNIDAS DE COLOMBIA AUC","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.511",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","DESCONOCIDA","GRUPO PARAMILITAR","AUTODEFENSAS UNIDAS DE COLOMBIA AUC","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.512",,"2.008","1","1","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","DESCONOCIDA","GRUPO POSDESMOVILIZACIÓN","LOS PAISAS","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.513",,"2.001","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","GRUPO PARAMILITAR","AUTODEFENSAS UNIDAS DE COLOMBIA AUC","0","1","0","0","0","0","0","0","0",,,"1","INDIVIDUAL","RECLUTAMIENTO","POINT (-75.95055079 8.584698016)"
"310.514",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.515",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.516",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.517",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.518",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.519",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.520",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.521",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.522",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.523",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.524",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.525",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","GRUPO PARAMILITAR","AUTODEFENSAS UNIDAS DE COLOMBIA AUC","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.526",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","DESCONOCIDA","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.527",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","COACCIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","RECLUTAMIENTO","POINT (-75.95055079 8.584698016)"
"310.528",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","GRUPO PARAMILITAR","AUTODEFENSAS UNIDAS DE COLOMBIA AUC","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.529",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","GRUPO PARAMILITAR","AUTODEFENSAS UNIDAS DE COLOMBIA AUC","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.530",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","GRUPO PARAMILITAR","AUTODEFENSAS UNIDAS DE COLOMBIA AUC","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.531",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.532",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.533",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.534",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","DESCONOCIDA","GRUPO PARAMILITAR","AUTODEFENSAS UNIDAS DE COLOMBIA AUC","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.535",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","DESCONOCIDA","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.536",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.537",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","GRUPO PARAMILITAR","AUTODEFENSAS UNIDAS DE COLOMBIA AUC","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.538",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","DESCONOCIDA","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.539",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.540",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.541",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.542",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","GRUPO PARAMILITAR","AUTODEFENSAS UNIDAS DE COLOMBIA AUC","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.543",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.544",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","DESCONOCIDA","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.545",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.546",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.547",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.548",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.549",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.550",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","DESCONOCIDA","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.551",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.552",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.553",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","DESCONOCIDA","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.554",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.555",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.556",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.557",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","COACCIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","RECLUTAMIENTO","POINT (-75.95055079 8.584698016)"
"310.558",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.559",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.560",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.561",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.562",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","DESCONOCIDA","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.563",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.564",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.565",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","COACCIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","RECLUTAMIENTO","POINT (-75.95055079 8.584698016)"
"310.566",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","DESCONOCIDA","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","UTILIZACIÓN","POINT (-75.95055079 8.584698016)"
"310.567",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.568",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","DESCONOCIDA","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","UTILIZACIÓN","POINT (-75.95055079 8.584698016)"
"310.569",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.570",,"2.003","7","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","GRUPO PARAMILITAR","BLOQUE CENTRAL BOLÍVAR","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.571",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.572",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.573",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.574",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.575",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","COACCIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","RECLUTAMIENTO","POINT (-75.95055079 8.584698016)"
"310.576",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.577",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.578",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.579",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","DESCONOCIDA","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.580",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.581",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","COACCIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","RECLUTAMIENTO","POINT (-75.95055079 8.584698016)"
"310.582",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.583",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.584",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.585",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.586",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.587",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.588",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.589",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","DESCONOCIDA","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.590",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.591",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","DESCONOCIDA","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.592",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.593",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.594",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","COACCIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","RECLUTAMIENTO","POINT (-75.95055079 8.584698016)"
"310.595",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.596",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.597",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.598",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.599",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.600",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.601",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","DESCONOCIDA","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
"310.602",,"0","0","0","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","PERSUASIÓN","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"1","SIN INFORMACIÓN","SIN INFORMACIÓN","POINT (-75.95055079 8.584698016)"
